target,actorAv0,actorAv1,actorAv2,actorAv3,actorAv4,actorAv5,actorAv6,actorAv7,actorAv8,actorAv9,actorPo0,actorPo1,actorPo2,actorPo3,actorPo4,actorPo5,actorPo6,actorPo7,actorPo8,actorPo9,crewAv0,crewAv1,crewAv2,crewAv3,crewAv4,crewAv5,crewAv6,crewPo0,crewPo1,crewPo2,crewPo3,crewPo4,crewPo5,crewPo6
69,5.8297029702970296,6.344999999999999,6.354545454545453,6.172222222222221,6.406060606060607,5.811320754716981,5.661855670103094,6.472,6.411999999999999,6.454901960784315,21.291,7.54,3.519,8.773,5.657,5.616,6.979,2.222,2.383,4.293,6.918181818181819,5.773214285714286,6.918181818181819,6.900000000000001,6.918181818181819,6.918181818181819,6.918181818181819,4.616,1.22,4.616,0.635,4.616,4.616,4.616
62,6.088235294117648,5.2593749999999995,5.269696969696969,5.7394736842105285,5.576190476190477,6.377777777777779,5.995833333333334,5.829411764705883,3.6352941176470597,3.7200000000000006,4.477,7.81,3.675,3.034,8.486,1.62,4.412,2.435,1.38,1.008,5.726315789473685,6.110526315789474,6.200000000000002,6.172222222222223,6.200000000000002,5.726315789473685,5.726315789473685,1.4,1.329,1.664,0.749,1.664,1.4,1.4
78,7.170588235294116,6.4325581395348825,5.008333333333333,5.623333333333334,4.925,7.799999999999998,6.31578947368421,5.523809523809523,7.463636363636365,7.799999999999998,3.608,6.455,5.25,3.938,1.067,2.481,1.033,0.764,1.383,0.6,6.426086956521738,6.4409090909090905,6.426086956521738,6.426086956521738,6.426086956521738,6.426086956521738,6.426086956521738,1.4,0.6,1.4,1.4,1.4,1.4,1.4
68,6.078571428571428,6.452631578947369,6.275949367088607,4.7875,6.5666666666666655,4.857142857142858,4.1157894736842096,6.438235294117646,5.488,6.9722222222222205,10.762,10.208,4.483,2.598,2.36,3.11,1.448,7.736,10.097,4.059,6.86470588235294,6.406818181818182,6.031999999999999,6.86470588235294,6.86470588235294,6.86470588235294,6.86470588235294,2.67,0.828,2.296,2.67,2.67,2.67,2.67
61,6.066666666666667,6.053703703703702,5.624657534246576,5.081818181818182,5.331818181818182,5.723529411764705,4.850943396226415,6.133333333333332,4.957831325301205,6.319999999999999,11.814,16.84,10.751,5.674,1.025,3.382,3.818,1.486,3.399,3.338,6.255172413793103,6.236842105263158,6.1,6.255172413793103,6.255172413793103,6.255172413793103,6.255172413793103,5.674,6.457,2.552,5.674,5.674,5.674,5.674
76,5.188,6.187999999999999,5.543478260869565,6.879999999999998,5.329166666666668,7.599999999999999,7.599999999999999,7.599999999999999,7.599999999999999,7.599999999999999,3.104,5.685,2.205,2.079,4.711,1.553,1.528,1.4,0.6,0.6,6.654166666666665,6.126,7.599999999999999,7.599999999999999,6.654166666666665,6.654166666666665,6.654166666666665,8.796,2.262,1.96,3.186,8.796,8.796,8.796
52,5.920000000000002,5.456250000000002,4.824137931034483,4.507692307692308,5.380000000000002,5.389473684210526,5.122222222222223,5.625000000000002,5.094736842105266,5.200000000000001,1.594,7.827,2.698,2.602,3.319,5.321,0.987,0.6,5.076,2.42,4.773076923076923,5.370000000000001,4.773076923076923,4.773076923076923,4.773076923076923,4.773076923076923,4.773076923076923,1.192,0.6,1.192,1.192,1.192,1.192,1.192
71,6.30841121495327,6.28,5.530379746835442,6.488888888888887,6.494545454545454,5.572131147540986,4.891891891891892,5.7894736842105265,5.951999999999999,5.656198347107438,18.879,3.942,4.061,6.212,3.901,1.69,2.171,8.332,1.4,6.215,6.92962962962963,6.098148148148149,5.793749999999999,6.92962962962963,6.92962962962963,6.92962962962963,6.92962962962963,3.06,1.388,0.98,3.06,3.06,3.06,3.06
73,5.814285714285713,6.195714285714286,5.547126436781609,5.8338983050847455,4.467213114754097,7.299999999999998,5.811627906976744,5.807142857142857,6.116666666666667,5.467796610169492,18.879,8.064,4.061,8.332,3.113,1.806,2.171,1.4,3.439,3.205,6.946428571428571,6.310169491525425,6.394736842105262,6.983333333333331,7.299999999999998,7.299999999999998,7.299999999999998,3.06,1.388,0.98,1.78,0.847,0.6,0.694
81,8.099999999999998,6.749999999999999,6.928378378378378,7.199999999999999,6.143010752688174,6.51111111111111,6.437837837837837,6.563414634146342,8.099999999999998,6.404761904761903,0.868,5.825,30.729,5.272,5.792,4.256,3.008,3.3,0.6,0.6,7.107142857142855,6.882857142857143,7.107142857142855,7.107142857142855,7.107142857142855,7.107142857142855,7.107142857142855,5.272,1.301,5.272,5.272,5.272,5.272,5.272
82,6.777966101694916,6.5333333333333306,6.370370370370371,6.360937499999999,4.845312500000001,6.375757575757576,6.758823529411764,6.451724137931034,6.565,6.2860000000000005,5.627,8.213,7.156,2.437,5.803,3.71,1.229,2.939,1.48,2.923,7.148275862068967,6.991666666666667,7.148275862068967,7.148275862068967,7.148275862068967,7.148275862068967,7.148275862068967,2.507,1.4,2.507,2.507,2.507,2.507,2.507
60,5.440625,6.4526315789473685,5.987050359712232,6.05,5.598809523809524,5.396774193548389,5.8882352941176475,5.972222222222222,4.967605633802815,6.0,14.595,14.223,12.2,6.851,3.695,2.331,1.469,1.22,2.113,0.728,5.75,5.550000000000001,5.8687499999999995,5.8687499999999995,5.8687499999999995,5.8687499999999995,6.21875,2.735,0.6,1.031,1.707,1.031,1.707,0.6
69,6.298611111111112,5.692105263157895,6.4476190476190505,6.761363636363637,6.303846153846154,6.6483870967741945,5.75952380952381,6.431818181818183,5.728125000000001,6.172727272727272,18.076,9.422,15.017,14.038,3.797,4.157,4.252,4.136,6.602,1.62,6.572727272727274,6.625925925925925,6.572727272727274,6.572727272727274,6.572727272727274,6.572727272727274,6.572727272727274,1.694,3.572,1.694,1.694,1.694,1.694,1.694
54,5.614893617021276,6.2395833333333295,5.838541666666667,6.393103448275863,5.54090909090909,5.9,5.437037037037037,5.347619047619046,4.160869565217391,6.040000000000001,7.357,5.512,11.337,8.276,2.928,4.095,3.09,1.12,2.08,0.84,6.472413793103449,6.472413793103449,6.459183673469388,6.472413793103449,6.472413793103449,6.472413793103449,6.472413793103449,4.595,5.007,1.59,4.595,4.595,4.595,4.595
66,6.1342105263157904,6.209090909090908,5.647500000000001,5.697590361445781,6.134615384615385,4.07,6.129032258064516,5.89090909090909,5.987499999999998,5.743548387096775,11.381,9.51,6.741,9.152,2.412,3.718,4.135,4.836,7.679,5.579,6.072222222222221,6.576470588235293,6.794444444444443,6.7894736842105265,6.072222222222221,6.719999999999999,6.794444444444443,2.606,1.59,3.235,3.662,2.606,1.195,3.235
65,6.35909090909091,6.2552631578947375,5.860784313725491,6.264705882352941,6.31111111111111,5.803061224489796,6.1107142857142875,5.286363636363638,5.861061946902654,5.915384615384615,11.271,9.032,4.116,5.796,3.747,3.703,2.867,3.194,8.586,5.598,6.11,6.757142857142855,6.11,6.11,6.11,6.11,6.11,2.09,1.301,2.09,2.09,2.09,2.09,2.09
62,5.411842105263156,6.2129032258064525,6.194827586206896,6.448148148148149,6.467857142857143,5.622222222222223,5.658823529411766,5.587500000000001,5.827631578947369,6.014285714285714,10.003,20.626,7.943,10.508,6.448,11.088,1.832,3.951,6.051,8.195,5.0600000000000005,6.893103448275861,6.311607142857142,5.0600000000000005,6.893103448275861,6.1529411764705895,5.0600000000000005,4.608,7.819,1.052,4.608,7.819,3.759,4.608
0,4.696078431372548,4.736363636363635,4.777551020408163,5.0153153153153145,3.6725000000000003,3.7235294117647055,3.942857142857142,3.404166666666667,3.516,3.713043478260869,7.013,7.613,1.875,3.93,1.809,1.4,0.6,0.98,2.593,0.946,2.9692307692307693,2.9692307692307693,2.9692307692307693,2.9692307692307693,2.9692307692307693,2.9692307692307693,2.9692307692307693,0.996,0.996,0.996,0.996,0.996,0.996,0.996
70,7.0,6.026136363636363,5.781720430107525,6.106666666666668,6.0736842105263165,6.472222222222218,6.145588235294118,5.165432098765435,5.561904761904762,5.8999999999999995,8.533,6.967,8.161,8.852,8.418,5.512,8.064,1.765,3.467,4.368,6.893333333333333,6.893333333333333,6.893333333333333,6.893333333333333,6.893333333333333,6.893333333333333,6.893333333333333,3.657,3.657,3.657,3.657,3.657,3.657,3.657
78,6.693243243243245,6.9053571428571425,5.956756756756756,6.1144578313253,5.823404255319149,5.288059701492538,6.157500000000002,6.024999999999998,5.627485380116955,7.0444444444444425,8.823,12.022,17.426,4.048,4.134,4.782,4.11,2.941,5.738,2.894,4.869230769230769,7.0476190476190474,4.869230769230769,4.869230769230769,4.869230769230769,4.869230769230769,4.869230769230769,5.187,0.694,5.187,5.187,5.187,5.187,5.187
79,6.964285714285714,6.808108108108108,5.932352941176473,5.194999999999999,5.891346153846156,4.739999999999999,7.5950000000000015,6.943750000000001,6.622222222222224,6.305555555555556,6.636,10.886,2.219,3.591,8.879,0.728,1.052,0.792,0.98,1.936,7.225000000000001,7.9250000000000025,7.225000000000001,7.225000000000001,7.225000000000001,7.225000000000001,7.225000000000001,1.4,0.738,1.4,1.4,1.4,1.4,1.4
71,5.516,6.727272727272726,3.9217391304347826,5.496598639455781,4.925490196078432,3.8319999999999994,5.3066666666666675,6.039130434782609,5.819047619047619,5.536842105263157,10.649,6.297,1.614,5.083,3.38,2.349,1.315,0.652,1.27,0.98,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6
79,5.361111111111111,5.466666666666668,7.780000000000001,6.1923076923076925,5.573333333333333,7.900000000000001,7.900000000000001,4.739999999999999,7.780000000000001,7.900000000000001,1.306,1.396,1.216,1.048,1.33,1.008,0.6,0.785,0.6,0.6,4.978947368421053,4.978947368421053,4.978947368421053,4.978947368421053,4.978947368421053,4.978947368421053,4.978947368421053,1.216,1.216,1.216,1.216,1.216,1.216,1.216
64,6.185714285714285,5.1000000000000005,6.168181818181819,5.042168674698795,6.8100000000000005,7.452631578947371,5.656250000000001,6.4,6.4,6.370000000000001,10.651,12.121,15.424,6.764,1.205,1.025,0.6,0.6,0.6,1.664,5.885714285714287,6.276190476190477,5.885714285714287,5.885714285714287,5.885714285714287,5.885714285714287,5.885714285714287,2.086,0.6,2.086,2.086,2.086,2.086,2.086
81,8.099999999999998,7.072727272727272,6.74375,5.066666666666666,6.0955555555555545,8.099999999999998,6.011764705882352,7.874999999999998,5.465454545454546,6.399999999999998,1.894,3.119,4.189,6.139,5.833,1.372,1.686,1.684,1.389,0.98,4.5562499999999995,6.699999999999998,6.994736842105262,4.5562499999999995,4.5562499999999995,4.5562499999999995,4.5562499999999995,0.98,0.608,1.96,0.98,0.98,0.98,0.98
79,6.661538461538462,6.836,7.042857142857143,4.18235294117647,6.613043478260873,7.11818181818182,6.1741666666666655,7.055172413793105,6.133333333333333,6.378571428571429,8.231,4.747,20.796,2.467,4.164,7.051,6.01,2.174,3.837,1.799,7.252380952380954,6.448305084745763,7.252380952380954,7.252380952380954,7.252380952380954,7.252380952380954,7.252380952380954,4.363,1.816,4.363,4.363,4.363,4.363,4.363
78,6.275675675675673,5.908695652173912,7.799999999999998,6.684848484848485,6.290909090909091,6.257142857142858,5.433333333333332,5.536842105263157,5.844186046511629,7.799999999999998,9.151,7.99,4.976,2.248,3.3,2.185,3.786,3.226,1.775,1.96,7.091666666666665,6.185714285714285,7.091666666666665,6.793103448275863,6.711764705882352,7.091666666666665,7.091666666666665,5.086,2.663,5.086,3.731,2.364,5.086,5.086
83,6.419354838709676,7.579999999999998,6.116666666666667,5.363157894736842,7.394444444444442,7.224999999999999,5.5600000000000005,8.299999999999999,8.299999999999999,8.299999999999999,5.824,9.734,15.341,2.768,1.551,2.829,3.046,0.6,0.634,0.6,6.769565217391302,7.184999999999998,6.769565217391302,6.769565217391302,6.769565217391302,6.769565217391302,6.769565217391302,4.838,1.4,4.838,4.838,4.838,4.838,4.838
51,5.97,4.66,5.1000000000000005,4.760465116279069,5.97,5.97,5.97,5.97,5.97,5.97,2.722,3.006,0.936,0.886,2.722,2.722,2.722,2.722,2.722,2.722,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,0.6,0.652,0.6,0.6,0.6,0.6,0.6
57,6.386486486486487,5.835000000000001,5.546875,5.772727272727273,4.095652173913043,5.4333333333333345,3.420000000000001,4.883333333333334,3.0176470588235302,5.361904761904763,5.996,3.142,4.645,4.399,1.45,0.694,0.694,0.732,0.859,1.176,5.845454545454547,5.845454545454547,5.845454545454547,5.845454545454547,5.845454545454547,5.845454545454547,5.845454545454547,1.388,1.388,1.388,1.388,1.388,1.388,1.388
75,5.792307692307692,6.384615384615383,6.446666666666668,5.350000000000001,7.194736842105263,6.404347826086956,6.5677419354838715,6.9399999999999995,3.7107142857142854,4.429411764705883,22.539,11.026,11.057,3.307,2.554,3.669,4.005,4.082,4.878,3.046,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3.869,3.869,3.869,3.869,3.869,3.869,3.869
71,6.271186440677968,5.92,6.6499999999999995,5.3936170212765955,5.36268656716418,6.190476190476191,6.24782608695652,6.594736842105263,4.871604938271606,7.193749999999999,8.908,11.359,4.367,3.558,4.555,4.112,2.163,6.791,1.147,0.84,6.744444444444444,6.386554621848741,6.989999999999999,6.744444444444444,6.744444444444444,6.744444444444444,6.744444444444444,0.6,0.6,2.666,0.6,0.6,0.6,0.6
73,6.403125000000001,6.227868852459015,6.884210526315789,6.526760563380282,4.993548387096774,5.876271186440676,6.7125,6.670588235294119,6.207142857142857,6.881818181818181,10.672,10.608,3.958,4.65,3.028,7.246,4.398,2.593,1.902,1.22,7.014285714285713,6.2794871794871785,7.179166666666666,7.149999999999998,7.149999999999998,7.179166666666666,7.014285714285713,1.4,0.84,3.732,0.6,1.4,3.732,1.4
65,6.076923076923077,6.06938775510204,5.600000000000001,5.7666666666666675,6.287272727272729,5.844776119402987,5.633009708737864,6.0052631578947375,5.997435897435897,5.933333333333334,26.294,6.783,5.788,10.751,10.261,8.471,8.332,5.647,3.647,0.6,6.443478260869563,6.357462686567166,6.235897435897436,7.208000000000001,6.235897435897436,6.443478260869563,6.443478260869563,9.546,2.164,2.121,12.452,2.121,9.546,9.546
71,5.268421052631579,6.748275862068966,6.216666666666664,6.979999999999999,6.731249999999998,7.099999999999999,6.716666666666665,6.9363636363636365,6.868749999999999,7.162499999999999,10.261,4.293,2.728,1.116,0.692,1.566,3.28,2.075,4.489,1.134,6.346875,6.579999999999998,7.459999999999998,7.099999999999999,6.346875,6.699999999999998,6.346875,1.214,0.6,0.6,0.6,1.214,0.786,1.214
82,6.312000000000001,5.86,5.702857142857142,5.706250000000001,6.234782608695652,4.44,5.676562499999998,5.3,6.994117647058824,4.996875,8.773,8.851,3.354,5.38,0.6,1.876,3.204,1.4,2.275,2.013,7.731250000000002,7.731250000000002,7.731250000000002,7.731250000000002,7.731250000000002,7.731250000000002,7.731250000000002,12.452,0.6,12.452,12.452,12.452,12.452,12.452
71,6.020338983050849,4.7700000000000005,5.636363636363636,5.923076923076922,5.526262626262627,6.880769230769231,6.547619047619047,5.678260869565217,6.106060606060604,6.581818181818181,9.082,18.274,1.561,14.505,3.094,3.961,2.812,0.946,3.828,0.6,6.636666666666666,6.446808510638297,5.9947368421052625,6.636666666666666,6.636666666666666,6.636666666666666,6.636666666666666,1.405,1.052,1.322,1.405,1.405,1.405,1.405
63,5.885074626865673,5.654285714285715,5.33211009174312,5.528888888888888,5.18,5.787499999999999,6.052380952380952,6.199999999999998,5.476923076923076,5.9264705882352935,9.525,13.482,3.328,4.025,2.302,6.746,4.388,4.433,2.581,3.307,6.341176470588234,6.413333333333335,6.379999999999998,6.549999999999998,6.549999999999998,6.341176470588234,6.341176470588234,1.967,0.716,1.212,1.108,1.108,1.967,1.967
70,6.481818181818183,6.160344827586208,6.652380952380954,5.46304347826087,6.202608695652174,6.008888888888887,5.976842105263158,6.883333333333334,6.07037037037037,5.573275862068966,4.398,4.426,1.929,7.933,16.27,5.27,4.44,4.447,5.272,2.541,4.9526315789473685,7.0,4.9526315789473685,4.9526315789473685,4.9526315789473685,4.9526315789473685,4.9526315789473685,3.597,0.786,3.597,3.597,3.597,3.597,3.597
61,4.2681818181818185,6.235294117647058,4.61063829787234,5.021428571428571,5.557142857142857,4.952941176470588,3.7666666666666666,4.2894736842105265,6.104999999999999,4.03529411764706,2.744,2.376,1.442,0.994,0.6,0.6,0.6,1.094,0.712,1.38,5.009677419354838,5.477777777777777,5.009677419354838,5.009677419354838,5.009677419354838,5.009677419354838,5.009677419354838,1.411,1.094,1.411,1.411,1.411,1.411,1.411
59,5.9411764705882355,6.125806451612904,5.795454545454546,5.696428571428572,5.557575757575757,5.904761904761905,6.368421052631579,4.70625,5.442857142857142,5.98,9.837,7.23,4.31,5.45,2.831,2.24,1.396,1.024,2.379,0.888,5.988235294117648,6.585714285714287,5.81764705882353,6.180000000000001,5.988235294117648,5.988235294117648,5.988235294117648,2.317,0.704,1.4,1.4,2.317,2.317,2.317
73,6.072368421052633,6.506249999999999,5.730909090909091,6.311392405063293,5.776666666666666,5.806976744186046,6.316216216216216,5.8500000000000005,6.324489795918367,5.542372881355933,17.539,26.294,5.925,8.39,12.121,4.088,4.236,7.045,11.68,4.914,6.592,6.592,6.592,6.592,6.592,6.592,6.592,3.223,3.223,3.223,3.223,3.223,3.223,3.223
70,6.121666666666666,6.5,6.448979591836735,5.859459459459458,5.601639344262295,5.392682926829268,6.402941176470589,6.02,4.799038461538462,6.1911764705882355,17.539,7.816,8.39,9.568,3.531,2.66,1.4,1.312,2.023,4.725,7.247826086956523,6.766666666666666,7.0,7.0,7.247826086956523,7.247826086956523,7.247826086956523,4.43,1.59,0.932,1.145,4.43,4.43,4.43
78,6.33235294117647,5.593617021276596,7.799999999999998,6.188888888888889,5.221186440677966,5.854687499999998,7.799999999999998,5.715686274509803,6.466666666666669,7.799999999999998,6.328,2.98,2.574,6.875,3.349,4.537,1.132,5.52,2.787,1.116,7.4421052631578934,7.116666666666665,7.004347826086956,7.799999999999998,7.4421052631578934,7.4421052631578934,7.4421052631578934,2.247,2.248,4.94,1.116,2.247,2.247,2.247
78,6.630434782608695,6.703846153846153,6.761111111111109,6.810526315789472,4.484210526315789,4.589999999999999,7.766666666666666,5.761538461538461,5.199999999999999,7.1450000000000005,1.22,4.125,3.103,1.766,2.002,2.155,1.375,1.01,1.032,0.698,6.73157894736842,6.952941176470587,6.73157894736842,6.73157894736842,6.73157894736842,6.73157894736842,6.73157894736842,3.103,2.002,3.103,3.103,3.103,3.103,3.103
85,6.4833333333333325,6.840625000000001,7.727777777777778,7.07391304347826,6.562,5.476470588235294,7.507692307692308,6.546938775510206,7.255999999999999,8.5,2.676,4.054,1.504,0.608,1.731,0.618,1.153,2.055,0.98,0.6,7.572,7.572,7.572,7.572,7.572,7.572,7.572,2.583,2.583,2.583,2.583,2.583,2.583,2.583
79,7.1480000000000015,6.466666666666668,6.454545454545456,6.676470588235294,7.0619047619047635,5.261538461538462,6.2214876033057855,6.68,4.430434782608696,7.900000000000001,4.213,0.765,7.834,7.679,0.615,3.231,1.404,1.719,1.82,1.4,8.037500000000001,7.376470588235296,6.1297752808988735,7.900000000000001,7.500000000000002,7.566666666666669,7.900000000000001,1.4,1.4,2.023,1.226,1.306,2.787,1.484
81,5.152631578947368,5.011764705882352,5.005,4.859999999999999,6.125,3.6420000000000003,6.589999999999999,4.925,4.4452380952380945,8.099999999999998,2.633,1.932,1.176,0.6,0.981,0.621,0.702,0.6,3.471,0.6,6.226470588235294,5.076923076923077,6.226470588235294,6.226470588235294,6.226470588235294,6.226470588235294,6.226470588235294,7.997,1.314,7.997,7.997,7.997,7.997,7.997
71,6.238095238095239,6.699999999999998,6.000000000000001,4.55,5.941666666666666,6.374999999999998,7.339999999999999,6.706249999999998,7.099999999999999,7.099999999999999,8.02,3.691,2.065,3.576,5.72,1.24,1.4,1.4,0.6,0.6,6.537499999999998,6.537499999999998,6.537499999999998,6.537499999999998,6.537499999999998,6.537499999999998,6.537499999999998,2.523,2.523,2.523,2.523,2.523,2.523,2.523
79,4.9125,6.000000000000003,5.217142857142857,4.535294117647059,7.352941176470589,7.543750000000001,7.443750000000001,7.5352941176470605,7.082352941176472,7.740000000000001,1.4,2.211,1.529,0.65,1.134,3.068,0.658,0.676,0.98,1.01,4.138709677419355,7.187500000000001,4.138709677419355,4.138709677419355,4.138709677419355,4.138709677419355,4.138709677419355,6.799,1.194,6.799,6.799,6.799,6.799,6.799
62,5.6370000000000005,6.02962962962963,6.014285714285714,5.7192857142857125,6.062318840579711,4.957142857142858,5.800000000000001,5.915178571428575,6.076086956521739,4.281439393939393,5.896,6.435,4.477,6.72,5.771,2.005,5.068,6.979,3.82,3.741,5.7333333333333325,5.795833333333333,5.82,5.906250000000001,5.906250000000001,5.7333333333333325,5.7333333333333325,2.174,2.275,2.628,0.694,1.55,2.174,2.174
79,6.024675324675325,6.420930232558138,6.5175,5.6531249999999975,6.802857142857143,7.061111111111113,5.462962962962963,5.253012048192772,6.323214285714286,6.813636363636365,9.525,4.9,7.423,16.27,4.869,1.861,1.54,4.125,3.338,0.6,7.238709677419357,7.178125000000002,6.498611111111111,7.238709677419357,7.178125000000002,7.238709677419357,7.238709677419357,3.381,3.419,1.673,3.381,3.419,3.381,3.381
68,5.797115384615387,6.0604938271604905,5.9647058823529395,4.9423076923076925,5.046153846153847,6.2423076923076914,6.423529411764704,6.477272727272726,5.535,6.391489361702127,19.222,8.161,4.114,6.717,2.299,3.236,4.269,1.877,2.767,3.113,6.615789473684209,6.010416666666667,6.799999999999998,6.799999999999998,6.799999999999998,6.799999999999998,6.799999999999998,1.478,1.62,1.473,0.6,1.506,1.473,0.6
69,5.81875,5.7701492537313435,6.690476190476192,4.2875,6.1000000000000005,6.940000000000001,6.900000000000001,6.900000000000001,6.820000000000002,6.343820224719101,8.181,2.864,0.666,1.052,0.6,0.6,0.6,0.6,0.6,12.445,6.648000000000001,6.648000000000001,6.38,6.648000000000001,6.648000000000001,6.648000000000001,6.648000000000001,4.697,4.697,0.98,4.697,4.697,4.697,4.697
75,6.452459016393443,6.360869565217393,6.0,6.368000000000003,5.999999999999999,6.173076923076924,6.752941176470588,5.965217391304347,6.555172413793105,5.487769784172659,20.196,16.526,19.212,3.221,8.536,8.937,0.851,2.961,8.995,3.118,6.793617021276596,6.793617021276596,6.793617021276596,6.793617021276596,6.793617021276596,6.793617021276596,6.793617021276596,7.855,7.855,7.855,7.855,7.855,7.855,7.855
79,7.205405405405404,6.768627450980393,6.147222222222224,6.105555555555555,6.320000000000001,5.932142857142858,7.168750000000001,7.088461538461539,6.233774834437088,6.379999999999999,12.087,11.271,3.307,3.773,2.044,2.197,2.596,2.276,5.297,1.921,7.127777777777778,6.156249999999998,6.439215686274509,7.127777777777778,7.206250000000002,6.956250000000002,7.127777777777778,2.513,0.6,0.69,2.513,1.017,0.652,2.513
48,5.357142857142857,5.74945054945055,5.170833333333332,4.799999999999999,5.47906976744186,5.239999999999998,4.723529411764705,5.713636363636363,5.1882352941176455,4.799999999999999,9.023,12.616,6.161,0.6,3.781,0.6,0.98,1.4,0.6,0.6,5.690476190476189,5.690476190476189,5.690476190476189,5.690476190476189,5.690476190476189,5.690476190476189,5.690476190476189,1.62,1.62,1.62,1.62,1.62,1.62,1.62
59,5.786666666666668,5.8425,5.9,5.353846153846154,4.961538461538462,5.87948717948718,4.222222222222222,5.7321428571428585,5.981818181818182,6.293750000000001,4.337,3.478,3.206,6.182,3.409,3.435,5.726,6.186,5.642,1.321,5.9,5.947540983606556,4.94,5.9,6.394444444444445,5.9,5.9,1.22,1.401,0.609,1.22,2.262,0.6,1.22
85,7.036170212765956,6.760000000000001,6.923809523809524,7.407692307692307,6.894117647058826,6.251282051282052,7.322727272727272,5.323529411764706,8.0875,8.5,3.054,3.658,12.8,4.122,8.29,1.306,0.957,1.788,4.437,1.553,6.529411764705884,5.442105263157894,6.529411764705884,8.05,6.529411764705884,6.529411764705884,6.529411764705884,6.584,0.656,6.584,1.62,6.584,6.584,6.584
64,6.2285714285714295,5.8969696969696965,6.303333333333332,6.303030303030303,5.96,6.7239130434782615,5.848717948717948,5.775,5.316216216216217,5.6717391304347835,2.407,3.754,1.702,1.376,7.079,13.9,5.72,1.771,6.18,2.899,6.115000000000001,6.266666666666667,5.840000000000001,5.840000000000001,6.4,5.840000000000001,5.840000000000001,1.153,1.146,1.09,1.008,1.131,1.09,1.008
62,6.252000000000001,5.680952380952382,5.205555555555557,5.815000000000001,5.989156626506025,5.621917808219179,4.953846153846153,5.170370370370371,6.2476190476190485,5.885185185185186,5.515,2.451,13.353,3.536,11.337,6.585,4.634,6.746,2.747,4.583,6.664285714285714,5.745312500000002,6.022222222222224,6.664285714285714,6.664285714285714,6.664285714285714,6.664285714285714,4.962,1.62,1.706,4.962,4.962,4.962,4.962
72,6.214084507042254,6.373529411764705,6.344444444444444,5.557894736842106,5.385294117647059,5.403125000000001,6.264444444444444,5.751515151515151,5.3625,6.092105263157894,16.81,10.045,16.84,4.764,2.922,10.274,8.279,4.109,1.802,2.178,6.976190476190476,6.297196261682246,6.755555555555554,6.78148148148148,6.976190476190476,6.976190476190476,6.976190476190476,3.639,2.164,3.619,2.418,3.639,3.639,3.639
72,6.236923076923078,6.39375,6.064705882352941,5.680000000000001,5.3051724137931044,5.6,5.208695652173913,5.757333333333333,5.9483870967741925,6.562962962962963,16.81,10.045,16.84,4.764,10.274,4.109,1.802,5.221,2.043,2.57,6.69,6.223076923076926,6.919999999999999,6.954166666666666,6.69,6.69,6.69,3.639,2.164,3.619,2.418,3.639,3.639,3.639
66,5.93611111111111,6.134615384615386,6.424999999999998,6.1241379310344835,6.204687499999999,4.983870967741934,5.235087719298246,5.701724137931035,5.884782608695652,6.29375,16.81,4.437,10.99,4.9,8.279,1.802,4.637,6.139,9.937,10.045,6.869999999999999,6.836842105263156,5.979999999999999,6.233333333333333,6.488571428571426,6.233333333333333,6.869999999999999,1.4,1.4,0.84,2.177,2.418,2.177,1.4
65,5.909756097560977,5.507575757575757,5.334782608695652,5.262264150943395,6.064150943396225,6.641176470588236,5.828571428571428,5.577272727272727,6.416666666666666,6.423529411764706,16.81,4.647,4.061,1.802,8.279,5.399,5.032,4.637,2.19,1.4,6.409999999999999,6.285039370078742,6.480645161290319,6.503225806451611,6.409999999999999,6.409999999999999,6.409999999999999,1.62,2.164,3.619,2.418,1.62,1.62,1.62
77,6.759183673469389,6.332432432432433,6.758333333333334,4.955555555555555,5.707142857142857,5.723880597014926,5.255,6.915789473684212,5.4399999999999995,6.711764705882354,16.81,8.279,10.045,16.84,4.109,5.221,1.802,8.585,2.043,2.57,7.055555555555556,6.596153846153846,7.208695652173913,7.259090909090909,7.055555555555556,7.055555555555556,7.055555555555556,3.639,1.4,3.619,2.418,3.639,3.639,3.639
69,6.1121951219512205,6.237931034482759,5.785714285714286,6.071875000000001,4.904347826086956,4.281818181818182,5.61025641025641,6.365217391304348,7.060000000000001,5.854166666666667,9.97,4.477,8.088,3.974,2.409,3.675,5.171,2.954,1.194,3.197,5.95,6.156626506024095,5.95,5.95,5.95,5.95,5.95,14.465,1.456,14.465,14.465,14.465,14.465,14.465
56,5.6716417910447765,6.066666666666666,5.406000000000001,5.702857142857144,5.949999999999999,5.39090909090909,5.779591836734695,5.745238095238094,5.0296875,5.904347826086956,7.942,11.68,6.82,6.403,2.921,2.275,11.337,2.98,7.116,2.409,6.306382978723403,5.933333333333332,5.955555555555555,5.747368421052631,6.306382978723403,6.306382978723403,6.306382978723403,4.962,3.186,1.382,0.6,4.962,4.962,4.962
